cod_IBGE,Município__SINISA,Município__IBGE,Macrorregião__SINISA,Macrorregião__IBGE,UF__SINISA,UF__IBGE
4306601,Dom Pedrito,Dom Pedrito,Sul,Sul,RS,Rio Grande do Sul
4306700,Dona Francisca,Dona Francisca,Sul,Sul,RS,Rio Grande do Sul
4306734,Doutor Maurício Cardoso,Doutor Maurício Cardoso,Sul,Sul,RS,Rio Grande do Sul
4306759,Doutor Ricardo,Doutor Ricardo,Sul,Sul,RS,Rio Grande do Sul
4306767,Eldorado do Sul,Eldorado do Sul,Sul,Sul,RS,Rio Grande do Sul
4306809,Encantado,Encantado,Sul,Sul,RS,Rio Grande do Sul
4306908,Encruzilhada do Sul,Encruzilhada do Sul,Sul,Sul,RS,Rio Grande do Sul
4306924,Engenho Velho,Engenho Velho,Sul,Sul,RS,Rio Grande do Sul
4306932,Entre-Ijuís,Entre-Ijuís,Sul,Sul,RS,Rio Grande do Sul
4306957,Entre Rios do Sul,Entre Rios do Sul,Sul,Sul,RS,Rio Grande do Sul
4306973,Erebango,Erebango,Sul,Sul,RS,Rio Grande do Sul
4307005,Erechim,Erechim,Sul,Sul,RS,Rio Grande do Sul
4307054,Ernestina,Ernestina,Sul,Sul,RS,Rio Grande do Sul
4307104,Herval,Herval,Sul,Sul,RS,Rio Grande do Sul
4307203,Erval Grande,Erval Grande,Sul,Sul,RS,Rio Grande do Sul
4307302,Erval Seco,Erval Seco,Sul,Sul,RS,Rio Grande do Sul
4307401,Esmeralda,Esmeralda,Sul,Sul,RS,Rio Grande do Sul
4307450,Esperança do Sul,Esperança do Sul,Sul,Sul,RS,Rio Grande do Sul
4307500,Espumoso,Espumoso,Sul,Sul,RS,Rio Grande do Sul
4307559,Estação,Estação,Sul,Sul,RS,Rio Grande do Sul
4307609,Estância Velha,Estância Velha,Sul,Sul,RS,Rio Grande do Sul
4307708,Esteio,Esteio,Sul,Sul,RS,Rio Grande do Sul
4307807,Estrela,Estrela,Sul,Sul,RS,Rio Grande do Sul
4307815,Estrela Velha,Estrela Velha,Sul,Sul,RS,Rio Grande do Sul
4307864,Fagundes Varela,Fagundes Varela,Sul,Sul,RS,Rio Grande do Sul
4307906,Farroupilha,Farroupilha,Sul,Sul,RS,Rio Grande do Sul
4308003,Faxinal do Soturno,Faxinal do Soturno,Sul,Sul,RS,Rio Grande do Sul
4308052,Faxinalzinho,Faxinalzinho,Sul,Sul,RS,Rio Grande do Sul
4308078,Fazenda Vilanova,Fazenda Vilanova,Sul,Sul,RS,Rio Grande do Sul
4308102,Feliz,Feliz,Sul,Sul,RS,Rio Grande do Sul
4308201,Flores da Cunha,Flores da Cunha,Sul,Sul,RS,Rio Grande do Sul
4308250,Floriano Peixoto,Floriano Peixoto,Sul,Sul,RS,Rio Grande do Sul
4308300,Fontoura Xavier,Fontoura Xavier,Sul,Sul,RS,Rio Grande do Sul
4308409,Formigueiro,Formigueiro,Sul,Sul,RS,Rio Grande do Sul
4308433,Forquetinha,Forquetinha,Sul,Sul,RS,Rio Grande do Sul
4308458,Fortaleza dos Valos,Fortaleza dos Valos,Sul,Sul,RS,Rio Grande do Sul
4308508,Frederico Westphalen,Frederico Westphalen,Sul,Sul,RS,Rio Grande do Sul
4308607,Garibaldi,Garibaldi,Sul,Sul,RS,Rio Grande do Sul
4308706,Gaurama,Gaurama,Sul,Sul,RS,Rio Grande do Sul
4308805,General Câmara,General Câmara,Sul,Sul,RS,Rio Grande do Sul
4308904,Getúlio Vargas,Getúlio Vargas,Sul,Sul,RS,Rio Grande do Sul
4309001,Giruá,Giruá,Sul,Sul,RS,Rio Grande do Sul
4309050,Glorinha,Glorinha,Sul,Sul,RS,Rio Grande do Sul
4309100,Gramado,Gramado,Sul,Sul,RS,Rio Grande do Sul
4309126,Gramado dos Loureiros,Gramado dos Loureiros,Sul,Sul,RS,Rio Grande do Sul
4309159,Gramado Xavier,Gramado Xavier,Sul,Sul,RS,Rio Grande do Sul
4309209,Gravataí,Gravataí,Sul,Sul,RS,Rio Grande do Sul
4309258,Guabiju,Guabiju,Sul,Sul,RS,Rio Grande do Sul
4309308,Guaíba,Guaíba,Sul,Sul,RS,Rio Grande do Sul
4309407,Guaporé,Guaporé,Sul,Sul,RS,Rio Grande do Sul
4309506,Guarani das Missões,Guarani das Missões,Sul,Sul,RS,Rio Grande do Sul
4309555,Harmonia,Harmonia,Sul,Sul,RS,Rio Grande do Sul
4309571,Herveiras,Herveiras,Sul,Sul,RS,Rio Grande do Sul
4309605,Horizontina,Horizontina,Sul,Sul,RS,Rio Grande do Sul
4309654,Hulha Negra,Hulha Negra,Sul,Sul,RS,Rio Grande do Sul
4309704,Humaitá,Humaitá,Sul,Sul,RS,Rio Grande do Sul
4309803,Ibiaçá,Ibiaçá,Sul,Sul,RS,Rio Grande do Sul
4309902,Ibiraiaras,Ibiraiaras,Sul,Sul,RS,Rio Grande do Sul
4309951,Ibirapuitã,Ibirapuitã,Sul,Sul,RS,Rio Grande do Sul
4310009,Ibirubá,Ibirubá,Sul,Sul,RS,Rio Grande do Sul
4310108,Igrejinha,Igrejinha,Sul,Sul,RS,Rio Grande do Sul
4310207,Ijuí,Ijuí,Sul,Sul,RS,Rio Grande do Sul
4310306,Ilópolis,Ilópolis,Sul,Sul,RS,Rio Grande do Sul
4310330,Imbé,Imbé,Sul,Sul,RS,Rio Grande do Sul
4310363,Imigrante,Imigrante,Sul,Sul,RS,Rio Grande do Sul
4310405,Independência,Independência,Sul,Sul,RS,Rio Grande do Sul
4310413,Inhacorá,Inhacorá,Sul,Sul,RS,Rio Grande do Sul
4310439,Ipê,Ipê,Sul,Sul,RS,Rio Grande do Sul
4310504,Iraí,Iraí,Sul,Sul,RS,Rio Grande do Sul
4310538,Itaara,Itaara,Sul,Sul,RS,Rio Grande do Sul
4310579,Itapuca,Itapuca,Sul,Sul,RS,Rio Grande do Sul
4310603,Itaqui,Itaqui,Sul,Sul,RS,Rio Grande do Sul
4310652,Itati,Itati,Sul,Sul,RS,Rio Grande do Sul
4310702,Itatiba do Sul,Itatiba do Sul,Sul,Sul,RS,Rio Grande do Sul
4310751,Ivorá,Ivorá,Sul,Sul,RS,Rio Grande do Sul
4310801,Ivoti,Ivoti,Sul,Sul,RS,Rio Grande do Sul
4310850,Jaboticaba,Jaboticaba,Sul,Sul,RS,Rio Grande do Sul
4310900,Jacutinga,Jacutinga,Sul,Sul,RS,Rio Grande do Sul
4311007,Jaguarão,Jaguarão,Sul,Sul,RS,Rio Grande do Sul
4311106,Jaguari,Jaguari,Sul,Sul,RS,Rio Grande do Sul
4311122,Jaquirana,Jaquirana,Sul,Sul,RS,Rio Grande do Sul
4311155,Jóia,Jóia,Sul,Sul,RS,Rio Grande do Sul
4311205,Júlio de Castilhos,Júlio de Castilhos,Sul,Sul,RS,Rio Grande do Sul
4311239,Lagoa Bonita do Sul,Lagoa Bonita do Sul,Sul,Sul,RS,Rio Grande do Sul
4311254,Lagoão,Lagoão,Sul,Sul,RS,Rio Grande do Sul
4311270,Lagoa dos Três Cantos,Lagoa dos Três Cantos,Sul,Sul,RS,Rio Grande do Sul
4311304,Lagoa Vermelha,Lagoa Vermelha,Sul,Sul,RS,Rio Grande do Sul
4311403,Lajeado,Lajeado,Sul,Sul,RS,Rio Grande do Sul
4311429,Lajeado do Bugre,Lajeado do Bugre,Sul,Sul,RS,Rio Grande do Sul
4311502,Lavras do Sul,Lavras do Sul,Sul,Sul,RS,Rio Grande do Sul
4311601,Liberato Salzano,Liberato Salzano,Sul,Sul,RS,Rio Grande do Sul
4311627,Lindolfo Collor,Lindolfo Collor,Sul,Sul,RS,Rio Grande do Sul
4311643,Linha Nova,Linha Nova,Sul,Sul,RS,Rio Grande do Sul
4311700,Machadinho,Machadinho,Sul,Sul,RS,Rio Grande do Sul
4311718,Maçambará,Maçambará,Sul,Sul,RS,Rio Grande do Sul
4311734,Mampituba,Mampituba,Sul,Sul,RS,Rio Grande do Sul
4311759,Manoel Viana,Manoel Viana,Sul,Sul,RS,Rio Grande do Sul
4311791,Maratá,Maratá,Sul,Sul,RS,Rio Grande do Sul
4311809,Marau,Marau,Sul,Sul,RS,Rio Grande do Sul
4311908,Marcelino Ramos,Marcelino Ramos,Sul,Sul,RS,Rio Grande do Sul
4311981,Mariana Pimentel,Mariana Pimentel,Sul,Sul,RS,Rio Grande do Sul
4312005,Mariano Moro,Mariano Moro,Sul,Sul,RS,Rio Grande do Sul
4312054,Marques de Souza,Marques de Souza,Sul,Sul,RS,Rio Grande do Sul
4312104,Mata,Mata,Sul,Sul,RS,Rio Grande do Sul
4312138,Mato Castelhano,Mato Castelhano,Sul,Sul,RS,Rio Grande do Sul
4312153,Mato Leitão,Mato Leitão,Sul,Sul,RS,Rio Grande do Sul
4312179,Mato Queimado,Mato Queimado,Sul,Sul,RS,Rio Grande do Sul
4312203,Maximiliano de Almeida,Maximiliano de Almeida,Sul,Sul,RS,Rio Grande do Sul
4312252,Minas do Leão,Minas do Leão,Sul,Sul,RS,Rio Grande do Sul
4312302,Miraguaí,Miraguaí,Sul,Sul,RS,Rio Grande do Sul
4312377,Monte Alegre dos Campos,Monte Alegre dos Campos,Sul,Sul,RS,Rio Grande do Sul
4312385,Monte Belo do Sul,Monte Belo do Sul,Sul,Sul,RS,Rio Grande do Sul
4312401,Montenegro,Montenegro,Sul,Sul,RS,Rio Grande do Sul
4312427,Mormaço,Mormaço,Sul,Sul,RS,Rio Grande do Sul
4312443,Morrinhos do Sul,Morrinhos do Sul,Sul,Sul,RS,Rio Grande do Sul
4312450,Morro Redondo,Morro Redondo,Sul,Sul,RS,Rio Grande do Sul
4312476,Morro Reuter,Morro Reuter,Sul,Sul,RS,Rio Grande do Sul
4312500,Mostardas,Mostardas,Sul,Sul,RS,Rio Grande do Sul
4312609,Muçum,Muçum,Sul,Sul,RS,Rio Grande do Sul
4312617,Muitos Capões,Muitos Capões,Sul,Sul,RS,Rio Grande do Sul
4312625,Muliterno,Muliterno,Sul,Sul,RS,Rio Grande do Sul
4312658,Não-Me-Toque,Não-Me-Toque,Sul,Sul,RS,Rio Grande do Sul
4312674,Nicolau Vergueiro,Nicolau Vergueiro,Sul,Sul,RS,Rio Grande do Sul
4312708,Nonoai,Nonoai,Sul,Sul,RS,Rio Grande do Sul
4312757,Nova Alvorada,Nova Alvorada,Sul,Sul,RS,Rio Grande do Sul
4312807,Nova Araçá,Nova Araçá,Sul,Sul,RS,Rio Grande do Sul
4312906,Nova Bassano,Nova Bassano,Sul,Sul,RS,Rio Grande do Sul
4312955,Nova Boa Vista,Nova Boa Vista,Sul,Sul,RS,Rio Grande do Sul
4313003,Nova Bréscia,Nova Bréscia,Sul,Sul,RS,Rio Grande do Sul
4313011,Nova Candelária,Nova Candelária,Sul,Sul,RS,Rio Grande do Sul
4313037,Nova Esperança do Sul,Nova Esperança do Sul,Sul,Sul,RS,Rio Grande do Sul
4313060,Nova Hartz,Nova Hartz,Sul,Sul,RS,Rio Grande do Sul
4313086,Nova Pádua,Nova Pádua,Sul,Sul,RS,Rio Grande do Sul
4313102,Nova Palma,Nova Palma,Sul,Sul,RS,Rio Grande do Sul
4313201,Nova Petrópolis,Nova Petrópolis,Sul,Sul,RS,Rio Grande do Sul
4313300,Nova Prata,Nova Prata,Sul,Sul,RS,Rio Grande do Sul
4313334,Nova Ramada,Nova Ramada,Sul,Sul,RS,Rio Grande do Sul
4313359,Nova Roma do Sul,Nova Roma do Sul,Sul,Sul,RS,Rio Grande do Sul
4313375,Nova Santa Rita,Nova Santa Rita,Sul,Sul,RS,Rio Grande do Sul
4313391,Novo Cabrais,Novo Cabrais,Sul,Sul,RS,Rio Grande do Sul
4313409,Novo Hamburgo,Novo Hamburgo,Sul,Sul,RS,Rio Grande do Sul
4313441,Novo Tiradentes,Novo Tiradentes,Sul,Sul,RS,Rio Grande do Sul
4313466,Novo Xingu,Novo Xingu,Sul,Sul,RS,Rio Grande do Sul
4313490,Novo Barreiro,Novo Barreiro,Sul,Sul,RS,Rio Grande do Sul
4313508,Osório,Osório,Sul,Sul,RS,Rio Grande do Sul
4313607,Paim Filho,Paim Filho,Sul,Sul,RS,Rio Grande do Sul
4313656,Palmares do Sul,Palmares do Sul,Sul,Sul,RS,Rio Grande do Sul
4313706,Palmeira das Missões,Palmeira das Missões,Sul,Sul,RS,Rio Grande do Sul
4313805,Palmitinho,Palmitinho,Sul,Sul,RS,Rio Grande do Sul
4313904,Panambi,Panambi,Sul,Sul,RS,Rio Grande do Sul
4313953,Pantano Grande,Pantano Grande,Sul,Sul,RS,Rio Grande do Sul
4314001,Paraí,Paraí,Sul,Sul,RS,Rio Grande do Sul
4314027,Paraíso do Sul,Paraíso do Sul,Sul,Sul,RS,Rio Grande do Sul
4314050,Parobé,Parobé,Sul,Sul,RS,Rio Grande do Sul
4314068,Passa Sete,Passa Sete,Sul,Sul,RS,Rio Grande do Sul
4314076,Passo do Sobrado,Passo do Sobrado,Sul,Sul,RS,Rio Grande do Sul
4314100,Passo Fundo,Passo Fundo,Sul,Sul,RS,Rio Grande do Sul
4314134,Paulo Bento,Paulo Bento,Sul,Sul,RS,Rio Grande do Sul
4314159,Paverama,Paverama,Sul,Sul,RS,Rio Grande do Sul
4314175,Pedras Altas,Pedras Altas,Sul,Sul,RS,Rio Grande do Sul
4314209,Pedro Osório,Pedro Osório,Sul,Sul,RS,Rio Grande do Sul
4314308,Pejuçara,Pejuçara,Sul,Sul,RS,Rio Grande do Sul
4314407,Pelotas,Pelotas,Sul,Sul,RS,Rio Grande do Sul
4314423,Picada Café,Picada Café,Sul,Sul,RS,Rio Grande do Sul
4314456,Pinhal,Pinhal,Sul,Sul,RS,Rio Grande do Sul
4314464,Pinhal da Serra,Pinhal da Serra,Sul,Sul,RS,Rio Grande do Sul
4314472,Pinhal Grande,Pinhal Grande,Sul,Sul,RS,Rio Grande do Sul
4314498,Pinheirinho do Vale,Pinheirinho do Vale,Sul,Sul,RS,Rio Grande do Sul
4314506,Pinheiro Machado,Pinheiro Machado,Sul,Sul,RS,Rio Grande do Sul
4314548,Pinto Bandeira,Pinto Bandeira,Sul,Sul,RS,Rio Grande do Sul
4314555,Pirapó,Pirapó,Sul,Sul,RS,Rio Grande do Sul
4314605,Piratini,Piratini,Sul,Sul,RS,Rio Grande do Sul
4314704,Planalto,Planalto,Sul,Sul,RS,Rio Grande do Sul
4314753,Poço das Antas,Poço das Antas,Sul,Sul,RS,Rio Grande do Sul
4314787,Ponte Preta,Ponte Preta,Sul,Sul,RS,Rio Grande do Sul
4314803,Portão,Portão,Sul,Sul,RS,Rio Grande do Sul
4314902,Porto Alegre,Porto Alegre,Sul,Sul,RS,Rio Grande do Sul
4315008,Porto Lucena,Porto Lucena,Sul,Sul,RS,Rio Grande do Sul
4315057,Porto Mauá,Porto Mauá,Sul,Sul,RS,Rio Grande do Sul
4315073,Porto Vera Cruz,Porto Vera Cruz,Sul,Sul,RS,Rio Grande do Sul
4315107,Porto Xavier,Porto Xavier,Sul,Sul,RS,Rio Grande do Sul
4315131,Pouso Novo,Pouso Novo,Sul,Sul,RS,Rio Grande do Sul
4315149,Presidente Lucena,Presidente Lucena,Sul,Sul,RS,Rio Grande do Sul
4315156,Progresso,Progresso,Sul,Sul,RS,Rio Grande do Sul
4315172,Protásio Alves,Protásio Alves,Sul,Sul,RS,Rio Grande do Sul
4315206,Putinga,Putinga,Sul,Sul,RS,Rio Grande do Sul
4315305,Quaraí,Quaraí,Sul,Sul,RS,Rio Grande do Sul
4315313,Quatro Irmãos,Quatro Irmãos,Sul,Sul,RS,Rio Grande do Sul
4315321,Quevedos,Quevedos,Sul,Sul,RS,Rio Grande do Sul
4315354,Quinze de Novembro,Quinze de Novembro,Sul,Sul,RS,Rio Grande do Sul
4315404,Redentora,Redentora,Sul,Sul,RS,Rio Grande do Sul
4315453,Relvado,Relvado,Sul,Sul,RS,Rio Grande do Sul
4315503,Restinga Sêca,Restinga Sêca,Sul,Sul,RS,Rio Grande do Sul
4315552,Rio dos Índios,Rio dos Índios,Sul,Sul,RS,Rio Grande do Sul
4315602,Rio Grande,Rio Grande,Sul,Sul,RS,Rio Grande do Sul
4315701,Rio Pardo,Rio Pardo,Sul,Sul,RS,Rio Grande do Sul
4315750,Riozinho,Riozinho,Sul,Sul,RS,Rio Grande do Sul
4315800,Roca Sales,Roca Sales,Sul,Sul,RS,Rio Grande do Sul
4315909,Rodeio Bonito,Rodeio Bonito,Sul,Sul,RS,Rio Grande do Sul
4315958,Rolador,Rolador,Sul,Sul,RS,Rio Grande do Sul
4316006,Rolante,Rolante,Sul,Sul,RS,Rio Grande do Sul
4316105,Ronda Alta,Ronda Alta,Sul,Sul,RS,Rio Grande do Sul
4316204,Rondinha,Rondinha,Sul,Sul,RS,Rio Grande do Sul
4316303,Roque Gonzales,Roque Gonzales,Sul,Sul,RS,Rio Grande do Sul
4316402,Rosário do Sul,Rosário do Sul,Sul,Sul,RS,Rio Grande do Sul
4316451,Salto do Jacuí,Salto do Jacuí,Sul,Sul,RS,Rio Grande do Sul
4316477,Salvador das Missões,Salvador das Missões,Sul,Sul,RS,Rio Grande do Sul
4316501,Salvador do Sul,Salvador do Sul,Sul,Sul,RS,Rio Grande do Sul
4316600,Sananduva,Sananduva,Sul,Sul,RS,Rio Grande do Sul
4316709,Santa Bárbara do Sul,Santa Bárbara do Sul,Sul,Sul,RS,Rio Grande do Sul
4316733,Santa Cecília do Sul,Santa Cecília do Sul,Sul,Sul,RS,Rio Grande do Sul
4316758,Santa Clara do Sul,Santa Clara do Sul,Sul,Sul,RS,Rio Grande do Sul
4316808,Santa Cruz do Sul,Santa Cruz do Sul,Sul,Sul,RS,Rio Grande do Sul
4316907,Santa Maria,Santa Maria,Sul,Sul,RS,Rio Grande do Sul
4316956,Santa Maria do Herval,Santa Maria do Herval,Sul,Sul,RS,Rio Grande do Sul
4316972,Santa Margarida do Sul,Santa Margarida do Sul,Sul,Sul,RS,Rio Grande do Sul
4317004,Santana da Boa Vista,Santana da Boa Vista,Sul,Sul,RS,Rio Grande do Sul
4317103,Santana do Livramento,Sant'Ana do Livramento,Sul,Sul,RS,Rio Grande do Sul
4317202,Santa Rosa,Santa Rosa,Sul,Sul,RS,Rio Grande do Sul
4317251,Santa Tereza,Santa Tereza,Sul,Sul,RS,Rio Grande do Sul
4317301,Santa Vitória do Palmar,Santa Vitória do Palmar,Sul,Sul,RS,Rio Grande do Sul
4317400,Santiago,Santiago,Sul,Sul,RS,Rio Grande do Sul
4317509,Santo Ângelo,Santo Ângelo,Sul,Sul,RS,Rio Grande do Sul
4317558,Santo Antônio do Palma,Santo Antônio do Palma,Sul,Sul,RS,Rio Grande do Sul
4317608,Santo Antônio da Patrulha,Santo Antônio da Patrulha,Sul,Sul,RS,Rio Grande do Sul
4317707,Santo Antônio das Missões,Santo Antônio das Missões,Sul,Sul,RS,Rio Grande do Sul
4317756,Santo Antônio do Planalto,Santo Antônio do Planalto,Sul,Sul,RS,Rio Grande do Sul
4317806,Santo Augusto,Santo Augusto,Sul,Sul,RS,Rio Grande do Sul
4317905,Santo Cristo,Santo Cristo,Sul,Sul,RS,Rio Grande do Sul
4317954,Santo Expedito do Sul,Santo Expedito do Sul,Sul,Sul,RS,Rio Grande do Sul
4318002,São Borja,São Borja,Sul,Sul,RS,Rio Grande do Sul
4318051,São Domingos do Sul,São Domingos do Sul,Sul,Sul,RS,Rio Grande do Sul
4318101,São Francisco de Assis,São Francisco de Assis,Sul,Sul,RS,Rio Grande do Sul
4318200,São Francisco de Paula,São Francisco de Paula,Sul,Sul,RS,Rio Grande do Sul
4318309,São Gabriel,São Gabriel,Sul,Sul,RS,Rio Grande do Sul
4318408,São Jerônimo,São Jerônimo,Sul,Sul,RS,Rio Grande do Sul
4318424,São João da Urtiga,São João da Urtiga,Sul,Sul,RS,Rio Grande do Sul
4318432,São João do Polêsine,São João do Polêsine,Sul,Sul,RS,Rio Grande do Sul
4318440,São Jorge,São Jorge,Sul,Sul,RS,Rio Grande do Sul
4318457,São José das Missões,São José das Missões,Sul,Sul,RS,Rio Grande do Sul
4318465,São José do Herval,São José do Herval,Sul,Sul,RS,Rio Grande do Sul
4318481,São José do Hortêncio,São José do Hortêncio,Sul,Sul,RS,Rio Grande do Sul
4318499,São José do Inhacorá,São José do Inhacorá,Sul,Sul,RS,Rio Grande do Sul
4318507,São José do Norte,São José do Norte,Sul,Sul,RS,Rio Grande do Sul
4318606,São José do Ouro,São José do Ouro,Sul,Sul,RS,Rio Grande do Sul
4318614,São José do Sul,São José do Sul,Sul,Sul,RS,Rio Grande do Sul
4318622,São José dos Ausentes,São José dos Ausentes,Sul,Sul,RS,Rio Grande do Sul
4318705,São Leopoldo,São Leopoldo,Sul,Sul,RS,Rio Grande do Sul
4318804,São Lourenço do Sul,São Lourenço do Sul,Sul,Sul,RS,Rio Grande do Sul
4318903,São Luiz Gonzaga,São Luiz Gonzaga,Sul,Sul,RS,Rio Grande do Sul
4319000,São Marcos,São Marcos,Sul,Sul,RS,Rio Grande do Sul
4319109,São Martinho,São Martinho,Sul,Sul,RS,Rio Grande do Sul
4319125,São Martinho da Serra,São Martinho da Serra,Sul,Sul,RS,Rio Grande do Sul
4319158,São Miguel das Missões,São Miguel das Missões,Sul,Sul,RS,Rio Grande do Sul
4319208,São Nicolau,São Nicolau,Sul,Sul,RS,Rio Grande do Sul
4319356,São Pedro da Serra,São Pedro da Serra,Sul,Sul,RS,Rio Grande do Sul
4319364,São Pedro das Missões,São Pedro das Missões,Sul,Sul,RS,Rio Grande do Sul
4319372,São Pedro do Butiá,São Pedro do Butiá,Sul,Sul,RS,Rio Grande do Sul
4319406,São Pedro do Sul,São Pedro do Sul,Sul,Sul,RS,Rio Grande do Sul
4319505,São Sebastião do Caí,São Sebastião do Caí,Sul,Sul,RS,Rio Grande do Sul
4319604,São Sepé,São Sepé,Sul,Sul,RS,Rio Grande do Sul
4319703,São Valentim,São Valentim,Sul,Sul,RS,Rio Grande do Sul
4319711,São Valentim do Sul,São Valentim do Sul,Sul,Sul,RS,Rio Grande do Sul
4319737,São Valério do Sul,São Valério do Sul,Sul,Sul,RS,Rio Grande do Sul
4319752,São Vendelino,São Vendelino,Sul,Sul,RS,Rio Grande do Sul
4319802,São Vicente do Sul,São Vicente do Sul,Sul,Sul,RS,Rio Grande do Sul
4319901,Sapiranga,Sapiranga,Sul,Sul,RS,Rio Grande do Sul
4320008,Sapucaia do Sul,Sapucaia do Sul,Sul,Sul,RS,Rio Grande do Sul
4320107,Sarandi,Sarandi,Sul,Sul,RS,Rio Grande do Sul
4320206,Seberi,Seberi,Sul,Sul,RS,Rio Grande do Sul
4320230,Sede Nova,Sede Nova,Sul,Sul,RS,Rio Grande do Sul
4320263,Segredo,Segredo,Sul,Sul,RS,Rio Grande do Sul
4320305,Selbach,Selbach,Sul,Sul,RS,Rio Grande do Sul
4320321,Senador Salgado Filho,Senador Salgado Filho,Sul,Sul,RS,Rio Grande do Sul
4320354,Sentinela do Sul,Sentinela do Sul,Sul,Sul,RS,Rio Grande do Sul
4320404,Serafina Corrêa,Serafina Corrêa,Sul,Sul,RS,Rio Grande do Sul
4320503,Sertão,Sertão,Sul,Sul,RS,Rio Grande do Sul
4320552,Sertão Santana,Sertão Santana,Sul,Sul,RS,Rio Grande do Sul
4320578,Sete de Setembro,Sete de Setembro,Sul,Sul,RS,Rio Grande do Sul
4320602,Severiano de Almeida,Severiano de Almeida,Sul,Sul,RS,Rio Grande do Sul
4320651,Silveira Martins,Silveira Martins,Sul,Sul,RS,Rio Grande do Sul
4320677,Sinimbu,Sinimbu,Sul,Sul,RS,Rio Grande do Sul
4320701,Sobradinho,Sobradinho,Sul,Sul,RS,Rio Grande do Sul
4320800,Soledade,Soledade,Sul,Sul,RS,Rio Grande do Sul
4320859,Tabaí,Tabaí,Sul,Sul,RS,Rio Grande do Sul
4320909,Tapejara,Tapejara,Sul,Sul,RS,Rio Grande do Sul
4321006,Tapera,Tapera,Sul,Sul,RS,Rio Grande do Sul
4321105,Tapes,Tapes,Sul,Sul,RS,Rio Grande do Sul
4321204,Taquara,Taquara,Sul,Sul,RS,Rio Grande do Sul
4321303,Taquari,Taquari,Sul,Sul,RS,Rio Grande do Sul
4321329,Taquaruçu do Sul,Taquaruçu do Sul,Sul,Sul,RS,Rio Grande do Sul
4321352,Tavares,Tavares,Sul,Sul,RS,Rio Grande do Sul
4321402,Tenente Portela,Tenente Portela,Sul,Sul,RS,Rio Grande do Sul
4321436,Terra de Areia,Terra de Areia,Sul,Sul,RS,Rio Grande do Sul
4321451,Teutônia,Teutônia,Sul,Sul,RS,Rio Grande do Sul
4321469,Tio Hugo,Tio Hugo,Sul,Sul,RS,Rio Grande do Sul
4321477,Tiradentes do Sul,Tiradentes do Sul,Sul,Sul,RS,Rio Grande do Sul
4321493,Toropi,Toropi,Sul,Sul,RS,Rio Grande do Sul
4321501,Torres,Torres,Sul,Sul,RS,Rio Grande do Sul
4321600,Tramandaí,Tramandaí,Sul,Sul,RS,Rio Grande do Sul
4321634,Três Arroios,Três Arroios,Sul,Sul,RS,Rio Grande do Sul
4321667,Três Cachoeiras,Três Cachoeiras,Sul,Sul,RS,Rio Grande do Sul
4321709,Três Coroas,Três Coroas,Sul,Sul,RS,Rio Grande do Sul
4321808,Três de Maio,Três de Maio,Sul,Sul,RS,Rio Grande do Sul
4321857,Três Palmeiras,Três Palmeiras,Sul,Sul,RS,Rio Grande do Sul
4321907,Três Passos,Três Passos,Sul,Sul,RS,Rio Grande do Sul
4321956,Trindade do Sul,Trindade do Sul,Sul,Sul,RS,Rio Grande do Sul
4322004,Triunfo,Triunfo,Sul,Sul,RS,Rio Grande do Sul
4322103,Tucunduva,Tucunduva,Sul,Sul,RS,Rio Grande do Sul
4322152,Tunas,Tunas,Sul,Sul,RS,Rio Grande do Sul
4322186,Tupanci do Sul,Tupanci do Sul,Sul,Sul,RS,Rio Grande do Sul
4322202,Tupanciretã,Tupanciretã,Sul,Sul,RS,Rio Grande do Sul
4322251,Tupandi,Tupandi,Sul,Sul,RS,Rio Grande do Sul
4322301,Tuparendi,Tuparendi,Sul,Sul,RS,Rio Grande do Sul
4322327,Turuçu,Turuçu,Sul,Sul,RS,Rio Grande do Sul
4322376,Unistalda,Unistalda,Sul,Sul,RS,Rio Grande do Sul
4322400,Uruguaiana,Uruguaiana,Sul,Sul,RS,Rio Grande do Sul
4322509,Vacaria,Vacaria,Sul,Sul,RS,Rio Grande do Sul
4322533,Vale do Sol,Vale do Sol,Sul,Sul,RS,Rio Grande do Sul
4322541,Vale Real,Vale Real,Sul,Sul,RS,Rio Grande do Sul
4322558,Vanini,Vanini,Sul,Sul,RS,Rio Grande do Sul
4322608,Venâncio Aires,Venâncio Aires,Sul,Sul,RS,Rio Grande do Sul
4322707,Vera Cruz,Vera Cruz,Sul,Sul,RS,Rio Grande do Sul
4322806,Veranópolis,Veranópolis,Sul,Sul,RS,Rio Grande do Sul
4322855,Vespasiano Corrêa,Vespasiano Corrêa,Sul,Sul,RS,Rio Grande do Sul
4322905,Viadutos,Viadutos,Sul,Sul,RS,Rio Grande do Sul
4323002,Viamão,Viamão,Sul,Sul,RS,Rio Grande do Sul
4323101,Vicente Dutra,Vicente Dutra,Sul,Sul,RS,Rio Grande do Sul
4323200,Victor Graeff,Victor Graeff,Sul,Sul,RS,Rio Grande do Sul
4323309,Vila Flores,Vila Flores,Sul,Sul,RS,Rio Grande do Sul
4323358,Vila Lângaro,Vila Lângaro,Sul,Sul,RS,Rio Grande do Sul
4323408,Vila Maria,Vila Maria,Sul,Sul,RS,Rio Grande do Sul
4323457,Vila Nova do Sul,Vila Nova do Sul,Sul,Sul,RS,Rio Grande do Sul
